Id	SubIds[0]	SubIds[1]	SubIds[2]	SubIds[3]	SubIds[4]	SubIds[5]	SubIds[6]	SubIds[7]	SubIds[8]	SubIds[9]	SubIds[10]	SubIds[11]	SubIds[12]	SubIds[13]	SubIds[14]	SubIds[15]	SubIds[16]	SubIds[17]	SubIds[18]	SubIds[19]	SubIds[20]	SubIds[21]	SubIds[22]	SubIds[23]	SubIds[24]	SubIds[25]	SubIds[26]	SubIds[27]	SubIds[28]	SubIds[29]	SubIds[30]	SubIds[31]	SubIds[32]	SubIds[33]	SubIds[34]	SubIds[35]	SubIds[36]	SubIds[37]	SubIds[38]	SubIds[39]	SubIds[40]	SubIds[41]	SubIds[42]	SubIds[43]	SubIds[44]	SubIds[45]	SubIds[46]	SubIds[47]	SubIds[48]	SubIds[49]	SubIds[50]	SubIds[51]	SubIds[52]	SubIds[53]	SubIds[54]	SubIds[55]
13035	130351	130350																																																						
13036	130361	130360																																																						
13037	130371	130370																																																						
13038	130381	130380																																																						
13039	130391	130390																																																						
13040	130401	130400																																																						
13041	130411	130410																																																						
13042	130421	130420																																																						
13043	130431	130430																																																						
13044	130441	130440																																																						
13045	130451	130450																																																						
13046	130461	130460																																																						
13047	130471	130470																																																						
13048	130481	130480																																																						
13049	130491	130490																																																						
13050	130501	130500																																																						
13051	130511	130510																																																						
13052	130521	130520																																																						
13053	130531	130530																																																						
13054	130541	130540																																																						
13055	130551	130550																																																						
13056	130561	130560																																																						
13057	130571	130570																																																						
13058	130581	130580																																																						
13059	130591	130590																																																						
13060	130601	130600																																																						
13061	130611	130610																																																						
13062	130621	130620																																																						
13063	130631	130630																																																						
13064	130641	130640																																																						
13065	130651	130650																																																						
13066	130661	130660																																																						
13067	130671	130670																																																						
13068	130681	130680																																																						
13069	130691	130690																																																						
13070	130701	130700																																																						
13071	130711	130710																																																						
13072	130721	130720																																																						
13073	130731	130730																																																						
13074	130741	130740																																																						
13075	130751	130750																																																						
13076	130761	130760																																																						
13077	130771	130770																																																						
13078	130781	130780																																																						
13079	130791	130790																																																						
13080	130801	130800																																																						
13081	130811	130810																																																						
13082	130821	130820																																																						
13083	130831	130830																																																						
13084	130841	130840																																																						
13085	130851	130850																																																						
13086	130861	130860																																																						
13087	130871	130870																																																						
13088	130881	130880																																																						
13089	130891	130890																																																						
13090	130901	130900																																																						
13091	130911	130910																																																						
13092	130921	130920																																																						
13093	130931	130930																																																						
13094	130941	130940																																																						
13095	130951	130950																																																						
13096	130961	130960																																																						
13097	130971	130970																																																						
13098	130981	130980																																																						
13099	130991	130990																																																						
13100	131001	131000																																																						
13101	131011	131010																																																						
13102	131021	131020																																																						
13103	131031	131030																																																						
13104	131041	131040																																																						
13105	131051	131050																																																						
13106	131061	131060																																																						
13107	131071	131070																																																						
13108	131081	131080																																																						
13109	131091	131090																																																						
13110	131101	131100																																																						
13111	131111	131110																																																						
13112	131121	131120																																																						
13113	131131	131130																																																						
13114	131141	131140																																																						
13115	131151	131150																																																						
13116	131161	131160																																																						
13117	131171	131170																																																						
13118	131181	131180																																																						
13119	131191	131190																																																						
13120	131201	131200																																																						
13121	131211	131210																																																						
13122	131221	131220																																																						
13123	131231	131230																																																						
13124	131241	131240																																																						
13125	131251	131250																																																						
13126	131261	131260																																																						
13127	131271	131270																																																						
13128	131281	131280																																																						
13129	131291	131290																																																						
13130	131301	131300																																																						
13131	131311	131310																																																						
13132	131321	131320																																																						
13133	131331	131330																																																						
13134	131341	131340																																																						
13135	131351	131350																																																						
13136	131361	131360																																																						
13137	131371	131370																																																						
13138	131381	131380																																																						
13139	131391	131390																																																						
13140	131401	131400																																																						
30000	300000	300001																																																						
30010	300100	300101																																																						
30020	300200	300201																																																						
30030	300300	300301																																																						
30200	302000	302001	302002																																																					
30210	302100	302101	302102																																																					
30220	302200	302201	302202																																																					
30230	302300	302301	302302																																																					
30300	303000	303001	303002																																																					
30310	303100	303101	303102																																																					
30320	303200	303201	303202																																																					
30330	303300	303301	303302																																																					
30400	304000	304001																																																						
30410	304100	304101																																																						
30420	304200	304201																																																						
30430	304300	304301																																																						
30500	305000	305001																																																						
30510	305100	305101																																																						
30520	305200	305201																																																						
30530	305300	305301																																																						
30600	306000	306001	306002																																																					
30610	306100	306101	306102																																																					
30620	306200	306201	306202																																																					
30630	306300	306301	306302																																																					
30640	306400																																																							
30650	306500																																																							
30660	306600																																																							
30670	306700																																																							
30680	306800																																																							
30690	306900																																																							
30700	307000																																																							
30710	307100																																																							
30720	307200																																																							
30730	307300																																																							
30740	307400																																																							
30750	307500																																																							
30760	307600																																																							
30770	307700																																																							
30780	307800																																																							
30790	307900																																																							
30800	308000																																																							
30810	308100																																																							
30820	308200																																																							
30830	308300																																																							
30840	308400																																																							
30850	308500																																																							
31000	310000	310001																																																						
31010	310100	310101																																																						
31020	310200	310201																																																						
31030	310300	310301																																																						
31040	310400	310401																																																						
31050	310500	310501																																																						
31060	310600	310601																																																						
31070	310700	310701																																																						
31080	310800	310801																																																						
31090	310900	310901																																																						
31100	311000	311001																																																						
31200	312000	312001																																																						
31210	312100	312101																																																						
31220	312200	312201																																																						
31230	312300	312301																																																						
31240	312400	312401																																																						
31250	312500	312501																																																						
31300	313000	313001																																																						
31310	313100	313101																																																						
31320	313200	313201																																																						
31330	313300	313301																																																						
31340	313400	313401																																																						
31350	313500	313501																																																						
31360	313600	313601																																																						
31400	314000	314001																																																						
31410	314100	314101																																																						
31420	314200	314201																																																						
31430	314300	314301																																																						
31440	314400	314401																																																						
31450	314500	314501																																																						
31460	314600	314601																																																						
31500	315000	315001																																																						
31510	315100	315101																																																						
31520	315200	315201																																																						
31530	315300	315301																																																						
31600	316000	316001																																																						
31610	316100	316101																																																						
31620	316200	316201																																																						
31630	316300	316301																																																						
31700	317000	317001	317002																																																					
31710	317100	317101	317102																																																					
31720	317200	317201	317202																																																					
31730	317300	317301	317302																																																					
31740	317400	317401	317402																																																					
31750	317500	317501	317502																																																					
31760	317600	317601	317602																																																					
31770	317700	317701	317702																																																					
31780	317800	317801	317802																																																					
31800	318000	318001	318002																																																					
31810	318100	318101	318102																																																					
31820	318200	318201	318202																																																					
31830	318300	318301	318302																																																					
31840	318400	318401	318402																																																					
31850	318500	318501	318502																																																					
31860	318600	318601	318602																																																					
31870	318700	318701	318702																																																					
31880	318800	318801	318802																																																					
31900	319000	319001	319002																																																					
31910	319100	319101	319102																																																					
31920	319200	319201	319202																																																					
31930	319300	319301	319302																																																					
31940	319400	319401	319402																																																					
31950	319500	319501	319502																																																					
31960	319600	319601	319602																																																					
31970	319700	319701	319702																																																					
31980	319800	319801	319802																																																					
31990	319900	319901	319902																																																					
32000	320000	320001	320002																																																					
32010	320100	320101	320102																																																					
32020	320200	320201	320202																																																					
32030	320300	320301	320302																																																					
32040	320400	320401	320402																																																					
32100	321000	321001	321002																																																					
32110	321100	321101	321102																																																					
32120	321200	321201	321202																																																					
32130	321300	321301	321302																																																					
32140	321400	321401	321402																																																					
32150	321500	321501	321502																																																					
32160	321600	321601	321602																																																					
32170	321700	321701	321702																																																					
32180	321800	321801	321802																																																					
32190	321900	321901	321902																																																					
32200	322000	322001	322002																																																					
32210	322100	322101	322102																																																					
32220	322200	322201	322202																																																					
32230	322300	322301	322302																																																					
32240	322400	322401	322402																																																					
32300	323000																																																							
32310	323100																																																							
32320	323200																																																							
32330	323300																																																							
32340	323400																																																							
32350	323500																																																							
32360	323600																																																							
32370	323700																																																							
32380	323800																																																							
32390	323900																																																							
32400	324000	324001																																																						
32410	324100	324101																																																						
32420	324200	324201																																																						
32430	324300	324301																																																						
33000	330000	330001	330002																																																					
33010	330100	330101	330102																																																					
33020	330200	330201	330202																																																					
33030	330300	330301	330302																																																					
33040	330400	330401	330402																																																					
33050	330500	330501	330502																																																					
33060	330600	330601	330602																																																					
33070	330700	330701	330702																																																					
33100	331000	331001	331002																																																					
33110	331100	331101	331102																																																					
33120	331200	331201	331202																																																					
33130	331300	331301	331302																																																					
33140	331400	331401	331402																																																					
33150	331500	331501	331502																																																					
33160	331600	331601	331602																																																					
33170	331700	331701	331702																																																					
33200	332000	332001	332002																																																					
33210	332100	332101	332102																																																					
33220	332200	332201	332202																																																					
33230	332300	332301	332302																																																					
33240	332400	332401	332402																																																					
33250	332500	332501	332502																																																					
33260	332600	332601	332602																																																					
33270	332700	332701	332702																																																					
33300	333000	333001	333002																																																					
33310	333100	333101	333102																																																					
33320	333200	333201	333202																																																					
33330	333300	333301	333302																																																					
33340	333400	333401	333402																																																					
33350	333500	333501	333502																																																					
33360	333600	333601	333602																																																					
33370	333700	333701	333702																																																					
33400	334000	334001	334002																																																					
33410	334100	334101	334102																																																					
33420	334200	334201	334202																																																					
33430	334300	334301	334302																																																					
33440	334400	334401	334402																																																					
33450	334500	334501	334502																																																					
33460	334600	334601	334602																																																					
33470	334700	334701	334702																																																					
33500	335000	335001	335002																																																					
33510	335100	335101	335102																																																					
33520	335200	335201	335202																																																					
33530	335300	335301	335302																																																					
33540	335400	335401	335402																																																					
33550	335500	335501	335502																																																					
33560	335600	335601	335602																																																					
33570	335700	335701	335702																																																					
33600	336000	336001	336002																																																					
33610	336100	336101	336102																																																					
33620	336200	336201	336202																																																					
33630	336300	336301	336302																																																					
33640	336400	336401	336402																																																					
33650	336500	336501	336502																																																					
33660	336600	336601	336602																																																					
33670	336700	336701	336702																																																					
33700	337000	337001	337002																																																					
33710	337100	337101	337102																																																					
33720	337200	337201	337202																																																					
33730	337300	337301	337302																																																					
33740	337400	337401	337402																																																					
33750	337500	337501	337502																																																					
33760	337600	337601	337602																																																					
33770	337700	337701	337702																																																					
33800	338000	338001	338002																																																					
33810	338100	338101	338102																																																					
33820	338200	338201	338202																																																					
33830	338300	338301	338302																																																					
33840	338400	338401	338402																																																					
33850	338500	338501	338502																																																					
33860	338600	338601	338602																																																					
33870	338700	338701	338702																																																					
33900	339000	339001	339002																																																					
33910	339100	339101	339102																																																					
33920	339200	339201	339202																																																					
33930	339300	339301	339302																																																					
33940	339400	339401	339402																																																					
33950	339500	339501	339502																																																					
33960	339600	339601	339602																																																					
33970	339700	339701	339702																																																					
34000	340000	340001	340002																																																					
34010	340100	340101	340102																																																					
34020	340200	340201	340202																																																					
34030	340300	340301	340302																																																					
34040	340400	340401	340402																																																					
34050	340500	340501	340502																																																					
34060	340600	340601	340602																																																					
34070	340700	340701	340702																																																					
34100	341000	341001	341002																																																					
34110	341100	341101	341102																																																					
34120	341200	341201	341202																																																					
34130	341300	341301	341302																																																					
34140	341400	341401	341402																																																					
34150	341500	341501	341502																																																					
34160	341600	341601	341602																																																					
34170	341700	341701	341702																																																					
34200	342000	342001	342002																																																					
34210	342100	342101	342102																																																					
34220	342200	342201	342202																																																					
34230	342300	342301	342302																																																					
34240	342400	342401	342402																																																					
34250	342500	342501	342502																																																					
34260	342600	342601	342602																																																					
34270	342700	342701	342702																																																					
34300	343000	343001	343002																																																					
34310	343100	343101	343102																																																					
34320	343200	343201	343202																																																					
34330	343300	343301	343302																																																					
34340	343400	343401	343402																																																					
34350	343500	343501	343502																																																					
34360	343600	343601	343602																																																					
34370	343700	343701	343702																																																					
35000	350000	350001	350002																																																					
35010	350100	350101	350102																																																					
35020	350200	350201	350202																																																					
35030	350300	350301	350302																																																					
35040	350400	350401	350402																																																					
35050	350500	350501	350502																																																					
35060	350600	350601	350602																																																					
35070	350700	350701	350702																																																					
35080	350800	350801	350802																																																					
35090	350900	350901	350902																																																					
35100	351000	351001	351002																																																					
35110	351100	351101	351102																																																					
35120	351200	351201	351202																																																					
35130	351300	351301	351302																																																					
35140	351400	351401	351402																																																					
35150	351500	351501	351502																																																					
35160	351600	351601	351602																																																					
35170	351700	351701	351702																																																					
35180	351800	351801	351802																																																					
35190	351900	351901	351902																																																					
35200	352000	352001	352002																																																					
35210	352100	352101	352102																																																					
35220	352200	352201	352202																																																					
35230	352300	352301	352302																																																					
35240	352400	352401	352402																																																					
35250	352500	352501	352502																																																					
35260	352600	352601	352602																																																					
35270	352700	352701	352702																																																					
35280	352800	352801	352802																																																					
35290	352900	352901	352902																																																					
35300	353000	353001	353002																																																					
35310	353100	353101	353102																																																					
35320	353200	353201	353202																																																					
35330	353300	353301	353302																																																					
35340	353400	353401	353402																																																					
35350	353500	353501	353502																																																					
35360	353600	353601	353602																																																					
35370	353700	353701	353702																																																					
35380	353800	353801	353802																																																					
35390	353900	353901	353902																																																					
35400	354000	354001	354002																																																					
35500	355000	355001	355002																																																					
35510	355100	355101	355102																																																					
35520	355200	355201	355202																																																					
35530	355300	355301	355302																																																					
35540	355400	355401	355402																																																					
35550	355500	355501	355502																																																					
35560	355600	355601	355602																																																					
35570	355700	355701	355702																																																					
35580	355800	355801	355802																																																					
35590	355900	355901	355902																																																					
35600	356000	356001	356002																																																					
35610	356100	356101	356102																																																					
35620	356200	356201	356202																																																					
35630	356300	356301	356302																																																					
35700	357000	357001																																																						
35710	357100	357101																																																						
35720	357200	357201																																																						
35730	357300	357301																																																						
36000	360000																																																							
36010	360100																																																							
36020	360200																																																							
36030	360300																																																							
36040	360400																																																							
36050	360500																																																							
36060	360600																																																							
36070	360700																																																							
36080	360800																																																							
36090	360900																																																							
36100	361000																																																							
36110	361100																																																							
36120	361200																																																							
36130	361300																																																							
36200	362000																																																							
36210	362100																																																							
36220	362200																																																							
36230	362300																																																							
36300	363000																																																							
36310	363100																																																							
36320	363200																																																							
36330	363300																																																							
36400	364000	364001																																																						
36410	364100	364101																																																						
36420	364200	364201																																																						
36430	364300	364301																																																						
36500	365000	365001																																																						
36510	365100	365101																																																						
36520	365200	365201																																																						
36530	365300	365301																																																						
36600	366000	366001																																																						
36610	366100	366101																																																						
36620	366200	366201																																																						
36630	366300	366301																																																						
36640	366400	366401																																																						
36650	366500	366501																																																						
36660	366600	366601																																																						
36670	366700	366701																																																						
3001	30010	30012	30011																																																					
3002	30020	30022	30021																																																					
3003	30030	30032	30031																																																					
3004	30040	30042	30041																																																					
30020101	300201010																																																							
30020102	300201020																																																							
30020103	300201030																																																							
30020104	300201040																																																							
30020105	300201050																																																							
30020106	300201060																																																							
30020107	300201070																																																							
30020108	300201080																																																							
30020109	300201090																																																							
30020110	300201100																																																							
30020111	300201110																																																							
30020201	300202010																																																							
30020202	300202020																																																							
30020203	300202030																																																							
30020204	300202040																																																							
30020205	300202050																																																							
30020206	300202060																																																							
30020207	300202070																																																							
30020208	300202080																																																							
30020209	300202090																																																							
30020301	300203010																																																							
30020302	300203020																																																							
30020303	300203030																																																							
30020304	300203040																																																							
30020305	300203050																																																							
30020306	300203060																																																							
30020307	300203070																																																							
30020308	300203080																																																							
30020309	300203090																																																							
30020310	300203100																																																							
30020311	300203110																																																							
30020401	300204010																																																							
30020402	300204020																																																							
30020403	300204030																																																							
30020404	300204040																																																							
30020405	300204050																																																							
30020406	300204060																																																							
30020407	300204070																																																							
30020408	300204080																																																							
30020409	300204090																																																							
30100801	301008010	301008011	301008012																																																					
30100103	301001030	301001031	301001032																																																					
30100203	301002030	301002031	301002032																																																					
30100303	301003030	301003031	301003032																																																					
30100503	301005030	301005031	301005032																																																					
30100504	301005040	301005041	301005042																																																					
30100704	301007040	301007041	301007042																																																					
3000100	30001000	30001001																																																						
3000200	30001010	30001011																																																						
3000300	30001020	30001021																																																						
3000400	30001030	30001031																																																						
3000500	30001040	30001041																																																						
3000600	30001050	30001051																																																						
3000700	30001060	30001061																																																						
3000800	30001070	30001071																																																						
3000900	30001080	30001081																																																						
3001000	30001090	30001091																																																						
3001100	30001100	30001101																																																						
3001200	30001110	30001111																																																						
3001300	30001120	30001121																																																						
3001400	30001130	30001131																																																						
3001500	30001140	30001141																																																						
3001600	30001150	30001151																																																						
3001700	30001160	30001161																																																						
3001800	30001170	30001171																																																						
3001900	30001180	30001181																																																						
3002000	30001190	30001191																																																						
3002100	30001200	30001201																																																						
3002200	30001210	30001211																																																						
3002300	30001220	30001221																																																						
3002400	30001230	30001231																																																						
3002500	30001240	30001241																																																						
3002600	30001250	30001251																																																						
95000	950000																																																							
95001	950010																																																							
95002	950020																																																							
95003	950030																																																							
95004	950040																																																							
95005	950050																																																							
95006	950060																																																							
95007	950070																																																							
95008	950080																																																							
95009	950090																																																							
96000	960000	960001																																																						
96001	960010	960011																																																						
96002	960020	960021																																																						
96003	960030	960031																																																						
96004	960040	960041																																																						
96005	960050	960051																																																						
96006	960060	960061																																																						
96007	960070	960071																																																						
96008	960080	960081																																																						
96009	960090	960091																																																						
6110101	6110101																																																							
6110102	6110102																																																							
6110103	6110103																																																							
6110104	6110104																																																							
6210101	6210101																																																							
6210102	6210102																																																							
6210103	6210103																																																							
6210104	6210104																																																							
6210105	6210105																																																							
6210106	6210106																																																							
6310101	6310101																																																							
6310102	6310102																																																							
6310103	6310103																																																							
6310104	6310104																																																							
6310105	6310105																																																							
6310106	6310106																																																							
6410101	6410101																																																							
6410102	6410102																																																							
6410103	6410103																																																							
6410104	6410104																																																							
6410105	6410105																																																							
6510101	6510101																																																							
6510102	6510102																																																							
6510103	6510103																																																							
6510104	6510104																																																							
6610101	6610101																																																							
6610102	6610102																																																							
6610103	6610103																																																							
6610104	6610104																																																							
6610105	6610105																																																							
6710101	6710101																																																							
6710102	6710102																																																							
6710103	6710103																																																							
6710104	6710104																																																							
