Id	Name	Description	WorldDesc	BigIcon	Icon	ItemType	Quality	Priority	MaxCount	GridCount	TimelinessType	StartTime	Duration	RecycleRewardId	SellForId	SellForCount	RecType	RecTime	RecCount	SkipIdParams[0]	SkipIdParams[1]	SkipIdParams[2]	SkipIdParams[3]	SkipIdParams[4]	SkipIdParams[5]	SubTypeParams[0]	SubTypeParams[1]	SubTypeParams[2]	SubTypeParams[3]	SubTypeParams[4]	SubTypeParams[5]	SubTypeParams[6]	SubTypeParams[7]
2062	樱花折屏图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为樱花折屏。	Assets/Product/Texture/Image/IconTools/IconBlueCherryscreen001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherryscreen001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2063	刀架矮柜图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为刀架矮柜。	Assets/Product/Texture/Image/IconTools/IconBlueCherryshortark001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherryshortark001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2064	被炉图纸	类型：大件-桌子。	在家具改装时使用，可以将其他家具改装为被炉。	Assets/Product/Texture/Image/IconTools/IconBlueCherryfurnace001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherryfurnace001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2065	饮酒茶几图纸	类型：大件-桌子。	在家具改装时使用，可以将其他家具改装为饮酒茶几。	Assets/Product/Texture/Image/IconTools/IconBlueCherryteatable001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherryteatable001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2066	浴桶图纸	类型：小件-物件。	在家具改装时使用，可以将其他家具改装为浴桶。	Assets/Product/Texture/Image/IconTools/IconBlueCherrybathbucket001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherrybathbucket001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2067	和风纸吊灯图纸	类型：挂饰。	在家具改装时使用，可以将其他家具改装为和风纸吊灯。	Assets/Product/Texture/Image/IconTools/IconBlueCherrydroplight001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherrydroplight001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2068	和风地板图纸	类型：地板。	在家具改装时使用，可以将其他家具改装为和风地板。	Assets/Product/Texture/Image/IconTools/IconBlueCherryfloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherryfloor001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2069	木梁吊顶图纸	类型：天花板。	在家具改装时使用，可以将其他家具改装为木梁吊顶。	Assets/Product/Texture/Image/IconTools/IconBlueCherryceiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherryceiling001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2070	樱花墙图纸	类型：墙。	在家具改装时使用，可以将其他家具改装为樱花墙。	Assets/Product/Texture/Image/IconTools/IconBlueCherrywall.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherrywallSp.png	16388	4	10	99999	999					1	10				10015						211301001							
2071	bilibili电视图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为bilibili电视图纸。	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2072	OPPOreno2图纸		在家具改装时使用，可以将其他家具改装为OPPOreno2图纸。	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2073	游戏机taptap图纸		在家具改装时使用，可以将其他家具改装为游戏机taptap图纸。	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2074	vivoNEX图纸		在家具改装时使用，可以将其他家具改装为vivoNEX图纸。	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2075	好游快爆爆米花图纸		在家具改装时使用，可以将其他家具改装为好游快爆爆米花图纸。	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2076	华为5G Covered图纸		在家具改装时使用，可以将其他家具改装为华为5G Covered图纸。	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2077	4399游戏盒图纸		在家具改装时使用，可以将其他家具改装为4399游戏盒图纸。	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2078	黑鲨游戏机图纸		在家具改装时使用，可以将其他家具改装为黑鲨游戏机图纸。	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2079	小米游戏招牌图纸		在家具改装时使用，可以将其他家具改装为小米游戏招牌图纸。	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2080	应用宝娃娃机图纸		在家具改装时使用，可以将其他家具改装为应用宝抓娃娃机图纸。	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2081	赛博蛋图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为赛博蛋图纸。	Assets/Product/Texture/Image/IconTools/IconBlueQudaodan001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQudaodan001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2082	九游挂壁电视图纸		在家具改装时使用，可以将其他家具改装为九游挂壁电视图纸。	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2083	复古落地灯图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为落地灯。	Assets/Product/Texture/Image/IconTools/IconBlueShengdanlamp001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanlamp001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2084	欧式大床图纸	类型：床。	在家具改装时使用，可以将其他家具改装为欧式床。	Assets/Product/Texture/Image/IconTools/IconBlueShengdanbed001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanbed001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2085	槲寄生花环图纸	类型：挂饰。	在家具改装时使用，可以将其他家具改装为圣诞花圈。	Assets/Product/Texture/Image/IconTools/IconBlueShengdanwreath001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanwreath001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2086	圣诞礼物堆图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为礼物堆。	Assets/Product/Texture/Image/IconTools/IconBlueShengdangift001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdangift001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2087	烛台矮柜图纸	类型：矮柜。	在家具改装时使用，可以将其他家具改装为矮柜。	Assets/Product/Texture/Image/IconTools/IconBlueShengdancredenza001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdancredenza001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2088	欧式大衣柜图纸	类型：柜子。	在家具改装时使用，可以将其他家具改装为衣柜。	Assets/Product/Texture/Image/IconTools/IconBlueShengdanarmoire001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanarmoire001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2089	挂壁烛台灯图纸	类型：挂饰。	在家具改装时使用，可以将其他家具改装为欧式烛台。	Assets/Product/Texture/Image/IconTools/IconBlueShengdancandlestick001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdancandlestick001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2090	挂壁摆钟图纸	类型：挂饰。	在家具改装时使用，可以将其他家具改装为欧式挂钟。	Assets/Product/Texture/Image/IconTools/IconBlueShengdanclock001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanclock001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2091	欧式暖炉图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为欧式独立暖炉。	Assets/Product/Texture/Image/IconTools/IconBlueShengdanbrazier001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanbrazier001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2092	挂帘格子窗图纸	类型：挂饰。	在家具改装时使用，可以将其他家具改装为欧式窗户。	Assets/Product/Texture/Image/IconTools/IconBlueShengdanwindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanwindow001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2093	圣诞树图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为圣诞礼物树。	Assets/Product/Texture/Image/IconTools/IconBlueShengdantree001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdantree001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2094	欧式简约沙发图纸	类型：沙发。	在家具改装时使用，可以将其他家具改装为欧式沙发。	Assets/Product/Texture/Image/IconTools/IconBlueShengdansofa001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdansofa001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2095	油画《日出》图纸	类型：挂饰。	在家具改装时使用，可以将其他家具改装为风景油画。	Assets/Product/Texture/Image/IconTools/IconBlueShengdanoilpainting001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanoilpainting001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2096	欧式书柜图纸	类型：柜子。	在家具改装时使用，可以将其他家具改装为欧式书柜。	Assets/Product/Texture/Image/IconTools/IconBlueShengdanbookcase001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanbookcase001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2097	圣诞长餐桌图纸	类型：桌子。	在家具改装时使用，可以将其他家具改装为欧式长餐桌组合。	Assets/Product/Texture/Image/IconTools/IconBlueShengdanboard001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanboard001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2098	欧式高背椅图纸	类型：椅子。	在家具改装时使用，可以将其他家具改装为欧式椅。	Assets/Product/Texture/Image/IconTools/IconBlueShengdanchair001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanchair001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2099	坐垫矮凳图纸	类型：板凳。	在家具改装时使用，可以将其他家具改装为欧式矮凳。	Assets/Product/Texture/Image/IconTools/IconBlueShengdanstool001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanstool001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2100	瓷砖地板图纸	类型：地板。	在家具改装时使用，可以将其他家具改装为地板。	Assets/Product/Texture/Image/IconTools/IconBlueShengdanfloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanfloor001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2101	圣诞装饰墙图纸	类型：墙。	在家具改装时使用，可以将其他家具改装为壁炉墙。	Assets/Product/Texture/Image/IconTools/IconBlueShengdanwall001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanwall001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2102	吊灯横梁图纸	类型：天花板。	在家具改装时使用，可以将其他家具改装为天花板。	Assets/Product/Texture/Image/IconTools/IconBlueShengdanceiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanceiling001Sp.png	16388	4	10	99999	999					1	10				10015						211301001							
2103	哔哩哔哩沙发图纸	类型：沙发。	在家具改装时使用，可以将其他家具改装为哔哩哔哩沙发。	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999					1	10										211301001							
2104	哔哩哔哩影院图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为哔哩哔哩家庭影院。	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999					1	10										211301001							
2105	哔哩哔哩落地灯图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为哔哩哔哩落地灯。	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999					1	10										211301001							
2106	哔哩哔哩软凳图纸	类型：椅子。	在家具改装时使用，可以将其他家具改装为哔哩哔哩软凳。	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999					1	10										211301001							
2107	哔哩哔哩小桌图纸	类型：桌子。	在家具改装时使用，可以将其他家具改装为哔哩哔哩小桌。	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999					1	10										211301001							
2108	悬浮库罗罗图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为悬浮库罗罗。	Assets/Product/Texture/Image/IconTools/IconBlueQudaokuro001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQudaokuro001Sp.png	16388	4	10	99999	999					1	10										211301001							
2109	努比亚百宝箱图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为努比亚游戏百宝箱。	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQudaokuro001Sp.png	16388	4	10	99999	999					1	10										211301001							
2110	分类垃圾箱图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为分类垃圾箱。	Assets/Product/Texture/Image/IconTools/IconBlueQudaokuro002.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQudaokuro002Sp.png	16388	4	10	99999	999					1	10										211301001							
2111	三联装马桶图纸	类型：沙发。	在家具改装时使用，可以将其他家具改装为三联装马桶。	Assets/Product/Texture/Image/IconTools/IconBlueQudaokuro006.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQudaokuro006Sp.png	16388	4	10	99999	999					1	10										211301001							
2112	临时充电站图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为临时充电站。	Assets/Product/Texture/Image/IconTools/IconBlueQudaokuro005.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQudaokuro005Sp.png	16388	4	10	99999	999					1	10										211301001							
2113	摄影机图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为摄影机。	Assets/Product/Texture/Image/IconTools/IconBlueQudaokuro003.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQudaokuro003Sp.png	16388	4	10	99999	999					1	10										211301001							
2114	标准制式摩托图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为标准制式摩托。	Assets/Product/Texture/Image/IconTools/IconBlueQudaokuro004.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQudaokuro004Sp.png	16388	4	10	99999	999					1	10										211301001							
2115	樱花折屏图纸	类型：隔断墙。	在家具改装时使用，可以将其他家具改装为樱花折屏。	Assets/Product/Texture/Image/IconTools/IconBlueQudaokuro006.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQudaokuro006Sp.png	16388	4	10	99999	999					1	10										211301001							
2116	挂柱灯笼图纸	类型：挂饰。	"在家具改装时使用,可以将其他家具改装为挂柱灯笼。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahousepillar001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousepillar001Sp.png	16388	4	10	99999	999					1	10										211301001							
2117	中式茶几图纸	类型：桌子。	"在家具改装时使用,可以将其他家具改装为中式茶几。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahousetable001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousetable001Sp.png	16388	4	10	99999	999					1	10										211301001							
2118	中式官帽椅图纸	类型：椅子。	"在家具改装时使用,可以将其他家具改装为中式官帽椅。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahousechair001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousechair001Sp.png	16388	4	10	99999	999					1	10										211301001							
2119	中式案台图纸	类型：床。	"在家具改装时使用,可以将其他家具改装为中式案台。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahousedesk001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousedesk001Sp.png	16388	4	10	99999	999					1	10										211301001							
2120	中式长凳图纸	类型：板凳。	"在家具改装时使用,可以将其他家具改装为中式长凳。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahousebench001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousebench001Sp.png	16388	4	10	99999	999					1	10										211301001							
2121	中式五斗柜图纸	类型：柜子。	"在家具改装时使用,可以将其他家具改装为中式五斗柜。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahousecupboard001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousecupboard001Sp.png	16388	4	10	99999	999					1	10										211301001							
2122	中式橱柜图纸	类型：矮柜。	"在家具改装时使用,可以将其他家具改装为中式橱柜。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahousecredenza001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousecredenza001Sp.png	16388	4	10	99999	999					1	10										211301001							
2123	土陶酒坛图纸	类型：物件。	"在家具改装时使用,可以将其他家具改装为土陶酒坛。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahouseflagon001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahouseflagon001Sp.png	16388	4	10	99999	999					1	10										211301001							
2124	中式花几图纸	类型：物件。	"在家具改装时使用,可以将其他家具改装为中式花几。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahouseflowervase001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahouseflowervase001Sp.png	16388	4	10	99999	999					1	10										211301001							
2125	春联图纸	类型：挂饰。	"在家具改装时使用,可以将其他家具改装为春联。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahousecouplet001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousecouplet001Sp.png	16388	4	10	99999	999					1	10										211301001							
2126	茶馆挂旗图纸	类型：挂饰。	"在家具改装时使用,可以将其他家具改装为茶馆挂旗。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahouseflag001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahouseflag001Sp.png	16388	4	10	99999	999					1	10										211301001							
2127	茶馆窗棂图纸	类型：挂饰。	"在家具改装时使用,可以将其他家具改装为茶馆窗棂。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahousewindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousewindow001Sp.png	16388	4	10	99999	999					1	10										211301001							
2128	茶馆柜台图纸	类型：桌子。	"在家具改装时使用,可以将其他家具改装为茶馆柜台。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahousecounter001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousecounter001Sp.png	16388	4	10	99999	999					1	10										211301001							
2129	中式落地灯图纸	类型：物件。	"在家具改装时使用,可以将其他家具改装为中式落地灯。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahousefloorlamp001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousefloorlamp001Sp.png	16388	4	10	99999	999					1	10										211301001							
2130	中式屏风图纸	类型：物件。	"在家具改装时使用,可以将其他家具改装为中式屏风。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahousescreen001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousescreen001Sp.png	16388	4	10	99999	999					1	10										211301001							
2131	中式卧榻图纸	类型：沙发。	"在家具改装时使用,可以将其他家具改装为中式卧榻。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahousecouch001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousecouch001Sp.png	16388	4	10	99999	999					1	10										211301001							
2132	茶馆大门图纸	类型：墙。	"在家具改装时使用,可以将其他家具改装为茶馆大门。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahousewall001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousewall001Sp.png	16388	4	10	99999	999					1	10										211301001							
2133	挂檐灯笼图纸	类型：天花板。	"在家具改装时使用,可以将其他家具改装为挂檐灯笼。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahouseceiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahouseceiling001Sp.png	16388	4	10	99999	999					1	10										211301001							
2134	中式地毯图纸	类型：地板。	"在家具改装时使用,可以将其他家具改装为中式地毯。"	Assets/Product/Texture/Image/IconTools/IconBlueTeahousefloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousefloor001Sp.png	16388	4	10	99999	999					1	10										211301001							
3001	5星武器共鸣材料	开启5星武器共鸣技能的材料。	内含不同的数据词条，被严格加密，不同的数据词条相互接触后，词条相互之间开始编译组合，最后形成完整的技能词条来强化武器。	Assets/Product/Texture/Image/IconTools/ItWeaponResonate01.png	Assets/Product/Texture/Image/IconToolsSp/ItWeaponResonate01Sp.png	8196	5	10	99999	999																							
3002	6星武器共鸣材料	开启6星武器共鸣技能的材料。	内含不同的数据词条，被严格加密，不同的数据词条相互接触后，词条相互之间开始编译组合，最后形成完整的技能词条来强化武器。	Assets/Product/Texture/Image/IconTools/ItWeaponResonate02.png	Assets/Product/Texture/Image/IconToolsSp/ItWeaponResonate02Sp.png	8196	6	10	99999	999																							
3003	5星意识共鸣材料	开启5星意识共鸣技能的材料。	内含不同的数据词条，被严格加密，不同的数据词条相互接触后，词条相互之间开始编译组合，最后形成完整的技能词条来强化意识。	Assets/Product/Texture/Image/IconTools/ItWaferResonate01.png	Assets/Product/Texture/Image/IconToolsSp/ItWaferResonate01Sp.png	8196	5	10	99999	999																							
3004	6星意识共鸣材料	开启6星意识共鸣技能的材料。	内含不同的数据词条，被严格加密，不同的数据词条相互接触后，词条相互之间开始编译组合，最后形成完整的技能词条来强化意识。	Assets/Product/Texture/Image/IconTools/ItWaferResonate02.png	Assets/Product/Texture/Image/IconToolsSp/ItWaferResonate02Sp.png	8196	6	10	99999	999																							
40101	初级突破合金·贰	与其他材料融合加工后可以突破装备等级上限，对低星的装备有效。	含有微量高熵合金的强化零件，用来提升构造体装备的强度。	Assets/Product/Texture/Image/IconTools/ItExpI180010.png	Assets/Product/Texture/Image/IconToolsSp/ItExpI180010Sp.png	4	3	2101	99999	999					1	10																	
40102	初级突破合金·叁	与其他材料融合加工后可以突破装备等级上限，对低星的装备有效。	含有微量高熵合金的强化零件，用来提升构造体装备的强度。	Assets/Product/Texture/Image/IconTools/ItExpI190010.png	Assets/Product/Texture/Image/IconToolsSp/ItExpI190010Sp.png	4	3	2102	99999	999					1	10																	
40111	高级突破合金·贰	与其他材料融合加工后可以突破装备等级上限，对高星的装备有效。	含有大量高熵合金的强化零件，用来提升构造体装备的强度。	Assets/Product/Texture/Image/IconTools/ItExpI180020.png	Assets/Product/Texture/Image/IconToolsSp/ItExpI180020Sp.png	4	4	2106	99999	999					1	10				10023													
40112	高级突破合金·叁	与其他材料融合加工后可以突破装备等级上限，对高星的装备有效。	含有大量高熵合金的强化零件，用来提升构造体装备的强度。	Assets/Product/Texture/Image/IconTools/ItExpI190020.png	Assets/Product/Texture/Image/IconToolsSp/ItExpI190020Sp.png	4	4	2107	99999	999					1	10				10023													
90004	特大型血清组【已废弃】	使用后可获得180毫升血清。【已废弃】	保证指挥官行动的特大型血清组，能保存较大量血清。	Assets/Product/Texture/Image/IconTools/ItBatI010040.png	Assets/Product/Texture/Image/IconToolsSp/ItBatI010040Sp.png	16	4	4030	999	999					1	100										1	1109	90000					
90005	超大型血清组【已废弃】	使用后可获得240毫升血清。【已废弃】	保证指挥官行动的超大型血清组，能保存超大量血清。	Assets/Product/Texture/Image/IconTools/ItBatI010050.png	Assets/Product/Texture/Image/IconToolsSp/ItBatI010050Sp.png	16	4	4040	999	999					1	200										1	1110	90000					
60000	反应物He-4	从深海感染体上掉落的核聚变反应物，用来在极地活动中兑换各种物品。	深海感染体靠核聚变供能，他们会将反应产物He-4收集在特定容器内，该容器也具有较高的回收价值。	Assets/Product/Texture/Image/IconTools/IconActivityConsume1901001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsume1901001Sp.png	3	4	10	99999	99999	1	2019/12/24 11:00	3762000		1	100																	
60001	低级突破材料黑盒	使用后可随机获得1个低级突破材料	黑盒中藏有各类不明的数据，通过分析打开后或许能得知其中奥秘。	Assets/Product/Texture/Image/IconTools/ItCaseBreach001.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseBreach001Sp.png	16	3	2500	99999	999					1	50										2	1007						
60002	高级突破材料黑盒	使用后可随机获得1个高级突破材料	黑盒中藏有各类不明的数据，通过分析打开后或许能得知其中奥秘。	Assets/Product/Texture/Image/IconTools/ItCaseBreach002.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseBreach002Sp.png	16	4	2500	99999	999					1	50										2	1008						
60003	圣诞家具图纸集	使用后可随机获得1件圣诞图纸	精美的圣诞节礼盒，打开之前永远不知道里面藏着哪张圣诞家具图纸。	Assets/Product/Texture/Image/IconTools/ItCaseChristmas001.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseChristmas001Sp.png	16	4	2500	99999	999					1	50										2	1006						
60100	异聚样本	异聚核心形成的异聚物样本，可在空间补给站兑换补给。	由帕弥什病毒在特殊环境条件下所形成的异聚物，质地致密坚硬，能够表现出比通常帕弥什病毒更加复杂的行为。	Assets/Product/Texture/Image/IconTools/IconActivityConsume2001001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsume2001001Sp.png	3	4	10	99999	99999	1	2020/2/6 5:00	3369600		1	100																	
60101	空间作战日志	来自空间站的作战日志，可兑换日志奖励。	“日志不仅是对每天作战情况的记录和总结，更是让你们从作战日志中发现问题，促进构造体战斗经验与技巧的提升……”——某人说道，并搬出了一沓珍藏多年的典藏版空间作战日志。	Assets/Product/Texture/Image/IconTools/IconActivityPointQuest2001001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPointQuest2001001Sp.png	3	4	10	99999	99999	1	2020/2/6 5:00	3369600		1	100																	
60102	异聚晶核	异聚体层析实验的原材料，进行异聚体层析实验可获得来自空中花园的研发补给。	液态异聚物因较大的结构起伏而形成的纯净相成核，游走在空中花园科学前沿的顶端科学家们致力于通过异聚晶核进行对异聚核心的研究。	Assets/Product/Texture/Image/IconTools/IconActivityConsumeTic2001001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsumeTic2001001Sp.png	3	5	10	99999	99999	1	2020/2/6 5:00	3369600		1	100																	
