StageId	Name	Description	Icon	BgmId	LoadingType	RewardTipId	EventId	NormalEventIdOnPassed	UnlockEventId	NormalEventId[1]	NormalEventId[2]	PreEventId[1]	PreEventId[2]	OrderId	RecommandLevel	IsMultiplayer	HaveAssist	StandardUseTimeSec	RequireLevel	RequireActionPoint	PassTimeLimit	PreStageId[1]	PreStageId[2]	PreStageId[3]	FlopRewardId	FinishRewardShow	FirstRewardShow	FinishDropId	FirstRewardId	StarRewardId[2]	StarRewardId[3]	StarRewardId	TeamExp	CardExp	MaxChallengeNums	BuyChallengeCost	BuyChallengeCount	KeepPlayingStory	BeginStoryId	EndStoryId	OnlinePlayerLeast	OnlinePlayerLimit	StarDesc[1]	StarDesc[2]	StarDesc[3]	SuggestedConditionId[1]	SuggestedConditionId[2]	SuggestedConditionId[3]	ForceConditionId[1]	ForceConditionId[2]	ForceConditionId[3]	HaveFirstPass	FirstGotoSkipId	FunctionLeftBtn	FunctionRightBtn	RobotId[1]	RobotId[2]	RobotId[3]	UrgentEventId[1]	UrgentEventId[2]	UrgentEventId[3]	RebootId	AutoFightId	StageType	StageGridStyle	FightControlId	DisableJoystick	NeedJobType[1]	NeedJobType[2]	NeedJobType[3]
30020412	探索玩法20	这就是探索玩法		101				1						1			0																									3							30020412					4	1							2			Rectangle	4059		1	2	3
30020413	探索玩法21	这就是探索玩法		101				1						1			0																									3							30020413					4	1							2			Rectangle	4060		1	2	3
30020414	探索玩法22	这就是探索玩法		101				1						1			0																									3							30020414					4	1							2			Rectangle	4061		1	2	3
30020415	探索玩法23	这就是探索玩法		101				1						1			0																									3							30020415					4	1							2			Rectangle	4062		1	2	3
30020416	探索玩法24	这就是探索玩法		101				1						1			0																									3							30020416					4	1							2			Rectangle	4063		1	2	3
30100103	基础闪避	教学关卡	Assets/Product/Texture/Image/UiFubenPractice/Basics1.png	101				1		2				1			0										30100103		30100103													3	注意教学提示	灵活运用闪避技巧								1		4	1	4000												1	2	3
30100203	极限闪避	教学关卡	Assets/Product/Texture/Image/UiFubenPractice/Basics2.png	101				1		2				2			0					30100103					30100203		30100203													3	注意教学提示	灵活运用闪避技巧								1		4	1	4000											1	1	2	3
30100303	换人闪避	教学关卡	Assets/Product/Texture/Image/UiFubenPractice/Basics3.png	101				1		2				3			0					30100203					30100303		30100303													3	注意教学提示	灵活运用闪避技巧								1		4	1	4001	4002	4000									1	1	2	3
30100503	QTE技能	教学关卡	Assets/Product/Texture/Image/UiFubenPractice/Basics4.png	101				1		2				1			0					30100303					30100503		30100503													3	注意教学提示	理解3消QTE技能原理								1		4	1	4000	4100	4101									1	1	2	3
30100504	消除技巧	教学关卡	Assets/Product/Texture/Image/UiFubenPractice/Basics5.png	101				1		2				2			0					30100503					30100504		30100504													3	注意教学提示	理解3消原理								1		4	1	4001											1	1	2	3
30100704	机体类型	教学关卡	Assets/Product/Texture/Image/UiFubenPractice/Basics6.png	101				1		2				3			0					30100504					30100704		30100704													3	注意教学提示	理解不同机体类型								1		4	1	4003	4004	4002									1	1	2	3
30100701	进攻型教学	教学关卡	Assets/Product/Texture/Image/UiFubenPractice/Basics4.png	101				1		2				1			0										30100801		30100801													3	注意教学提示									1		4	1													1	2	3
30100702	辅助型教学	教学关卡	Assets/Product/Texture/Image/UiFubenPractice/Basics5.png	101				1		2				1			0										30100801		30100801													3	注意教学提示									1		4	1													1	2	3
30100703	装甲型教学	教学关卡	Assets/Product/Texture/Image/UiFubenPractice/Basics6.png	101				1		2				1			0										30100801		30100801													3	注意教学提示									1		4	1													1	2	3
30100801	红莲	教学关卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	101				1		2				1			0										30100801		30100801													3	注意教学提示	理解构造体实战技巧					30100801			1		4	1	4000												1	2	3
30100802	蚀暗	教学关卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	101				1		2				1			0										30100801		30100801													3	注意教学提示	理解构造体实战技巧					30100802			1		4	1	4001												1	2	3
30100803	风暴	教学关卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	101				1		2				1			0										30100801		30100801													3	注意教学提示	理解构造体实战技巧					30100803			1		4	1	4002												1	2	3
30100804	异火	教学关卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	101				1		2				1			0										30100801		30100801													3	注意教学提示	理解构造体实战技巧					30100804			1		4	1	4005												1	2	3
30100805	爆裂	教学关卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	101				1		2				1			0										30100801		30100801													3	注意教学提示	理解构造体实战技巧					30100805			1		4	1	4006												1	2	3
30100806	零度	教学关卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	101				1		2				1			0										30100801		30100801													3	注意教学提示	理解构造体实战技巧					30100806			1		4	1	4007												1	2	3
30100807	夜刃	教学关卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	101				1		2				1			0										30100801		30100801													3	注意教学提示	理解构造体实战技巧					30100807			1		4	1	4008												1	2	3
30100808	重能	教学关卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	101				1		2				1			0										30100801		30100801													3	注意教学提示	理解构造体实战技巧					30100808			1		4	1	4009												1	2	3
30100809	黎明	教学关卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	101				1		2				1			0										30100801		30100801													3	注意教学提示	理解构造体实战技巧					30100809			1		4	1	4003												1	2	3
30100810	流光	教学关卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png	101				1		2				1			0										30100801		30100801													3	注意教学提示	理解构造体实战技巧					30100810			1		4	1	4004												1	2	3
30100811	暗能	教学关卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	101				1		2				1			0										30100801		30100801													3	注意教学提示	理解构造体实战技巧					30100811			1		4	1	4010												1	2	3
30100812	仰光	教学关卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	101				1		2				1			0										30100801		30100801													3	注意教学提示	理解构造体实战技巧					30100812			1		4	1	4011												1	2	3
30100813	乱数	教学关卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	101				1		2				1			0										30100801		30100801													3	注意教学提示	理解构造体实战技巧					30100813			1		4	1	4012												1	2	3
30100814	烬燃	教学关卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	101				1		2				1			0										30100801		30100801													3	注意教学提示	理解构造体实战技巧					30100814			1		4	1	4013												1	2	3
30100815	脉冲	教学关卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	101				1		2				1			0										30100801		30100801													3	注意教学提示	理解构造体实战技巧					30100815			1		4	1	4014												1	2	3
30100816	深红之渊	教学关卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	101				1		2				1			0										30100801		30100801													3	注意教学提示	理解构造体实战技巧					30100816			1		4	1	4015												1	2	3
30100817	溢彩	教学关卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	101				1		2				1			0										30100801		30100801													3	注意教学提示	理解构造体实战技巧					30100817			1		4	1	4017												1	2	3
30100818	夙星	教学关卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian2SS.png	101				1		2				1			0										30100801		30100801													3	注意教学提示	理解构造体实战技巧					30100818			1		4	1	4016												1	2	3
20000101	欧西里斯-稳定	在机械复原风潮下，针对沙漠中失落的文化进行机械复原的产物，同时也继承了该地区科学家们极致利用光能与风能的尖端技术。		111				1						1	50	1	0		50	20					1	200101025		201101					20	50	3						1	3												4	1							2			Rectangle			1	2	3
20000102	欧西里斯-过载	在机械复原风潮下，针对沙漠中失落的文化进行机械复原的产物，同时也继承了该地区科学家们极致利用光能与风能的尖端技术。		111				1						2	60	1	0		50	20					2	200101026		201102					20	50	3						1	3												4	1							2			Rectangle			1	2	3
20000103	欧西里斯-失控	在机械复原风潮下，针对沙漠中失落的文化进行机械复原的产物，同时也继承了该地区科学家们极致利用光能与风能的尖端技术。		111				1						3	70	1	0		60	20					3	200101027		201103					20	50	3						1	3												4	1							2			Rectangle			1	2	3
20000104	欧西里斯-暴走	在机械复原风潮下，针对沙漠中失落的文化进行机械复原的产物，同时也继承了该地区科学家们极致利用光能与风能的尖端技术。		111				1						4	80	1	0		60	20					4	200101028		201104					20	50	3						1	3												4	1							2			Rectangle			1	2	3
20000201	突击壁垒-稳定	曾经是用于城市施工的大型工程器械，经军事化改装后，在过滤塔范围内进行着高效作战，但最终由于人类撤离地球而被彻底感染。		111				1						1	50	1	0		50	20					1	200101025		201101					20	50	3						1	3												4	1							2			Rectangle			1	2	3
20000202	突击壁垒-过载	曾经是用于城市施工的大型工程器械，经军事化改装后，在过滤塔范围内进行着高效作战，但最终由于人类撤离地球而被彻底感染。		111				1						2	60	1	0		50	20					2	200101026		201102					20	50	3						1	3												4	1							2			Rectangle			1	2	3
20000203	突击壁垒-失控	曾经是用于城市施工的大型工程器械，经军事化改装后，在过滤塔范围内进行着高效作战，但最终由于人类撤离地球而被彻底感染。		111				1						3	70	1	0		60	20					3	200101027		201103					20	50	3						1	3												4	1							2			Rectangle			1	2	3
20000204	突击壁垒-暴走	曾经是用于城市施工的大型工程器械，经军事化改装后，在过滤塔范围内进行着高效作战，但最终由于人类撤离地球而被彻底感染。		111				1						4	80	1	0		60	20					4	200101028		201104					20	50	3						1	3												4	1							2			Rectangle			1	2	3
20000301	修女-稳定	在神学衰微的时期，教会启用了一批意志坚定的仿生机器人代替人类进行布道活动，“修女”至今仍然在执行着她的任务。		111				1						1	50	1	0		50	20					1	200101025		201101					20	50	3						1	3												4	1							2			Rectangle			1	2	3
20000302	修女-过载	在神学衰微的时期，教会启用了一批意志坚定的仿生机器人代替人类进行布道活动，“修女”至今仍然在执行着她的任务。		111				1						2	60	1	0		50	20					2	200101026		201102					20	50	3						1	3												4	1							2			Rectangle			1	2	3
20000303	修女-失控	在神学衰微的时期，教会启用了一批意志坚定的仿生机器人代替人类进行布道活动，“修女”至今仍然在执行着她的任务。		111				1						3	70	1	0		60	20					3	200101027		201103					20	50	3						1	3												4	1							2			Rectangle			1	2	3
20000304	修女-暴走	在神学衰微的时期，教会启用了一批意志坚定的仿生机器人代替人类进行布道活动，“修女”至今仍然在执行着她的任务。		111				1						4	80	1	0		60	20					4	200101028		201104					20	50	3						1	3												4	1							2			Rectangle			1	2	3
20000401	罗塞塔-稳定	在寒冷的西伯利亚针叶林中，北极航线制造的“守林人”构造体，凛然捍卫着森林的最后一道防线。		8				1						1	50	1	0		50	20					1	200101025		201101					20	50	3						1	3												4	1							2			Rectangle			1	2	3
20000402	罗塞塔-过载	在寒冷的西伯利亚针叶林中，北极航线制造的“守林人”构造体，凛然捍卫着森林的最后一道防线。		8				1						2	60	1	0		50	20					2	200101026		201102					20	50	3						1	3												4	1							2			Rectangle			1	2	3
20000403	罗塞塔-失控	在寒冷的西伯利亚针叶林中，北极航线制造的“守林人”构造体，凛然捍卫着森林的最后一道防线。		8				1						3	70	1	0		60	20					3	200101027		201103					20	50	3						1	3												4	1							2			Rectangle			1	2	3
20000404	罗塞塔-暴走	在寒冷的西伯利亚针叶林中，北极航线制造的“守林人”构造体，凛然捍卫着森林的最后一道防线。		8				1						4	80	1	0		60	20					4	200101028		201104					20	50	3						1	3												4	1							2			Rectangle			1	2	3
10030402	终点站	哈桑直接向你发布了优先级的任务，在和突击鹰小队会合之前，得和灰鸦一起回收地铁站的构造体。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png	104				1						2	60		1		50																10							3												2	1								1		Square	10000		1	2	3
10030403	直觉系	提法也是“新种”之一，虽然不知道为什么感染体突然获得思考的能力，但她不在以后，感染体占据了地铁站。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png	104				1						3	60		1		50			10030402													10							3												2	1								1		Square	10001		1	2	3
10030404	乐于助人	感染体严重妨碍了回收构造体的进度，按照露西亚的指示，灰鸦小队决定分为回收组跟迎击组。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab05.png	104				1						4	60		1		50			10030403													10							3												2	1								1		Rectangle	10002		1	2	3
10030501	擅闯私宅	传送门作战由突击鹰主导，和他们会合的灰鸦小队得到了到放着传送门的庄园侦察的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png	104				1						5	62		1		50			10030404													10							3												2	1								1		Square	10003		1	2	3
10030502	机关密布	侦察完毕以后，灰鸦小队收到了巡夜的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png	104				1						6	62		1		50			10030501													10							3												2	1								1		Square	10004		1	2	3
10030503	最后警告	传送门作战即将开始，灰鸦小队将和突击鹰小队一起向庄园发起攻击。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab02.png	104				1						7	62		1		50			10030502													10							3												2	1								1		Square	10005		1	2	3
10030504	谨慎行事	庄园内突然出现了新种和大量感染体的援军，尽快打倒新种撤离这里。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0302.png	104				1						8	62		1		50			10030503													10							3												2	1								1		Rectangle	10006		1	2	3
10030602	扭曲的爱好	作战重新开始，灰鸦小队将作为诱饵吸引敌人注意力好让突击鹰潜入庄园。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png	104				1						10	64		1		50			10030504													10							3												2	1								1		Square	10007		1	2	3
10030603	忠诚	为了尽可能的吸引火力，灰鸦小队决定进入庄园建筑内部。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png	104				1						11	64		1		50			10030602													10							3												2	1								1		Square	10008		1	2	3
10030604	新的种子	由于未知的原因，灰鸦小队和突击鹰小队失去了联络，当务之急是先撤离这里。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0303.png	104				1						12	64		1		50			10030603													10							3												2	1								1		Rectangle	10009		1	2	3
10040401	白夜出逃	因为突击鹰部队受到重创，神威被重新分派成灰鸦的队员，而灰鸦在这里的最后工作就是建立安全区。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0401.png	104				1						1	66		1		50			10030604													10							3												2	1								1		Rectangle	10010		1	2	3
10040402	剿	掩护里在庄园外部建立隔离装置，完成最后的这步就能确保一条安全来往基地和传送门的道路了。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png	104				1						2	66		1		50			10040401													10							3												2	1								1		Square	10011		1	2	3
10040403	断链	庄园内部突然响起了警报声，得尽快前往确保传送门的安全。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png	104				1						3	66		1		50			10040402													10							3												2	1								1		Square	10012		1	2	3
10040404	查克	警报的原因是感染体误触了保安的启动装置，消灭感染体和保安机械人。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0402.png	104				1						4	66		1		50			10040403													10							3												2	1								1		Rectangle	10013		1	2	3
10040501	怒沙	由于罗兰动过手脚的关系，传送门没能到达指定的地点，经过讨论，你们决定用走的去统治局。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png	104				1						5	68		1		50			10040404													10							3												2	1								1		Square	10014		1	2	3
10040502	颤栗深潜	神威似乎有这片沙漠的相关资料，为了确保行军中的补给和机体保养，灰鸦向沙漠基地出发。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png	104				1						6	68		1		50			10040501													10							3												2	1								1		Square	10015		1	2	3
10040503	遗忘者	沙漠基地正在被感染体攻击，击败感染体保护基地吧。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0403.png	104				1						7	68		1		50			10040502													10							3												2	1								1		Rectangle	10016		1	2	3
10040504	补强	基地已经先有来客，他们自称是“遗忘者”，其中一个男性构造体向灰鸦发起了攻击。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png	104				1						8	68		1		50			10040503													10							3												2	1								1		Square	10017		1	2	3
10040601	一夫当关	“遗忘者”构造体似乎认识露西亚跟神威，为了取得基地和搞清真相，灰鸦再度出发。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab04.png	104				1						9	70		1		50			10040504													10							3												2	1								1		Rectangle	10018		1	2	3
10040602	寂夜	神秘构造体再度出现，讨厌人类的他对于受你指挥的灰鸦小队感到不爽，战斗一触即发。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png	104				1						10	70		1		50			10040601													10							3												2	1								1		Square	10019		1	2	3
10040603	噪尘	男性构造体利用感染体的习性让它们袭击灰鸦，在战斗的中间，露西亚似乎想起了什么……？	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png	104				1						11	70		1		50			10040602													10							3												2	1								1		Square	10020		1	2	3
10040604	庙宇搏杀	露西亚似乎知道敌方构造体的名字叫渡边，但没能回想更多，一种名叫“守护者”的敌人就袭击了过来。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0404.png	104				1						12	70		1		50			10040603													10							3												2	1								1		Rectangle	10021		1	2	3
30030101	卡穆			111				1						1			0																									3													1										Rectangle			1	2	3
30030102	暴动			111				1						1			0																									3													1										Rectangle			1	2	3
30030103	卡穆			111				1						1			0																									3													1										Rectangle			1	2	3
30030104	暴动			111				1						1			0																									3													1										Rectangle			1	2	3
30030105	卡穆			111				1						1			0																									3													1										Rectangle			1	2	3
30030106	暴动			111				1						1			0																									3													1										Rectangle			1	2	3
30030201	修女			111				1						1			0																									3													1							2			Rectangle			1	2	3
30030202	欧西里斯			111				1						1			0																									3													1							2			Rectangle			1	2	3
30030203	修女			111				1						1			0																									3													1							2			Rectangle			1	2	3
30030204	欧西里斯			111				1						1			0																									3													1							2			Rectangle			1	2	3
30030205	修女			111				1						1			0																									3													1							2			Rectangle			1	2	3
30030206	欧西里斯			111				1						1			0																									3													1							2			Rectangle			1	2	3
30030601	噩梦营救战-1			104				1						1			0																									3													1										Rectangle			1	2	3
30030602	噩梦营救战-2			104				1						1			0																									3													1										Rectangle			1	2	3
30030603	噩梦营救战-3			104				1						1			0																									3													1										Rectangle			1	2	3
30030604	噩梦营救战-4			104				1						1			0																									3													1										Rectangle			1	2	3
30030605	噩梦营救战-5			104				1						1			0																									3													1										Rectangle			1	2	3
30030606	噩梦关卡-6			104				1						1			0																									3													1										Rectangle			1	2	3
30130101	各自的计划	丽芙近来似乎有些心事，一番讨论后，露西亚说出了其中的秘密……	Assets/Product/Texture/Image/UiFubenChristmas/UiFubenChristmasImg1.png	101	20001			1						1	1		0																					1	1180211			3	击毁所有感染体。	注意构造体阵容搭配。								1		2	1									2	Square			1	2	3
30130102	神秘协助者	为了秘密谋划送给丽芙的圣诞节庆典，灰鸦小队的其余成员与指挥官一并行动了起来，并且还遇到了一位得力的帮手。	Assets/Product/Texture/Image/UiFubenChristmas/UiFubenChristmasImg1.png	101	20001			1						2	1		0					30130101																1	1180212			3	击毁所有感染体。	注意构造体阵容搭配。								1		2	1									2	Square			1	2	3
30130103	作战的展开	姐姐，我们终于安全了吗？	Assets/Product/Texture/Image/UiFubenChristmas/UiFubenChristmasBg1.png	101	20001			1						3	1		0			15		30130102				100701010	2100010	100701	2100010				15	70				1	1180213	3180213		3	攻击库罗罗可掉落白色螺母	尽情的攻击，制造大量的“雪花”								1		2	1	5000								1	Rectangle			1	2	3
30130104	伐木小行家	我答应过爸爸妈妈，不会让你受到伤害。所以冒险的事情，我来做……	Assets/Product/Texture/Image/UiFubenChristmas/UiFubenChristmasBg2.png	101	20001			1						4	1		0			15		30130103				100701020	2100020	100702	2100020				15	70				1	1180214	3180214		3	不要随便接近感染体	尝试找到最好的工作节奏	管他呢，砍就完事了							1		2	1	5001								1	Rectangle			1	2	3
30130105	超级圣诞树	七实成功将圣诞树的素材带了回来，但上面塞满的那些装饰，却令露西亚和里感觉微妙。	Assets/Product/Texture/Image/UiFubenChristmas/UiFubenChristmasImg1.png	101	20001			1						5	1		0					30130104																1	1180215			3	击毁所有感染体。	注意构造体阵容搭配。								1		2	1									2	Square			1	2	3
30130106	圣诞大作战	最后丽芙也加入到了筹备圣诞庆典的工作中，所有人都铆足了干劲进行着最后的装饰。	Assets/Product/Texture/Image/UiFubenChristmas/UiFubenChristmasImg1.png	101	20001			1						6	1		0					30130105																1	1180216			3	击毁所有感染体。	注意构造体阵容搭配。								1		2	1									2	Square			1	2	3
30130107	孤狼的战斗	我答应过爸爸妈妈，不会让你受到伤害。所以冒险的事情，我来做……	Assets/Product/Texture/Image/UiFubenChristmas/UiFubenChristmasBg3.png	101	20001			1						7	1		0			15		30130106				100701030	2100030	100703	2100030				15	70				1	1180217			3	碰到机械萤火虫会被点燃	遇事不决，量子…等待机会	逃避可耻但有用							1		2	1	5002								1	Rectangle			1	2	3
30130108	烟火与礼物	在卡列的努力下，成功点燃了耀眼的烟火，众人围绕在屋外观赏许愿，此时外面也慢慢飘起了雪花。	Assets/Product/Texture/Image/UiFubenChristmas/UiFubenChristmasImg1.png	101	20001			1						8	1		0					30130107																1	1180218			3	击毁所有感染体。	注意构造体阵容搭配。								1		2	1									2	Square			1	2	3
30130109	圣诞快乐！	最后的最后，决定以合照落下灰鸦小队以及其他构造体的首个圣诞节。	Assets/Product/Texture/Image/UiFubenChristmas/UiFubenChristmasBg4.png	101	20001			1						9	1		0			15		30130108				100701040	2100031	100704	2100031				15	70				1		1180219		3	快！库罗罗被欺负了	手中的大剑感觉并不寻常								1		2	1	5004								1	Rectangle			1	2	3
30110101	角鲸	极地活动主线1	Assets/Product/Texture/Image/UiFuBenMainActive/FubenMainActiveJidi01.png	7	20001			1						1			0		40	15	300					100701010	2100040	100701	2100040				15	70						3180111			击毁所有感染体。	注意构造体阵容搭配。								1		2	1	5003						2		1	Rectangle			1	2	3
30110102	重返地表	灰鸦小队正搭乘空降舱前往地表，却遭到了袭击……	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0401.png	7	20001			1						2			0		40	15	300	30110101				100701020	2100050	100702	2100050				15	70					1180112				击毁所有感染体。	注意构造体阵容搭配。								1		2	1							2		2	Square			1	2	3
30110103	守林人	灰鸦小队迫降在一片雪原废墟中，并与当地势力相遇。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0401.png	7	20001			1						3			0		40	15	300	30110102				100701030	2100060	100703	2100060				15	70					1180113				击毁所有感染体。	注意构造体阵容搭配。								1		2	1							2		2	Square			1	2	3
30110104	极光	极地活动主线4	Assets/Product/Texture/Image/UiFuBenMainActive/FubenMainActiveJidi04.png	7	20001			1						4			0		40	15	300	30110103				100701040	2100070	100704	2100070				15	70					1180814	3180114			击毁所有感染体。	注意构造体阵容搭配。								1		2	1							2		1	Rectangle			1	2	3
30110105	远望	极地活动主线5	Assets/Product/Texture/Image/UiFuBenMainActive/FubenMainActiveJidi05.png	7	20001			1						5			0		40	15	300	30110104				100701050	2100080	100705	2100080				15	70					1180115				击毁所有感染体。	注意构造体阵容搭配。								1		2	1	5003						2		1	Rectangle			1	2	3
30110106	接刃	极地活动主线6	Assets/Product/Texture/Image/UiFuBenMainActive/FubenMainActiveJidi06.png	8	20001			1						6			0		40	15	300	30110105				100701060	2100090	100706	2100090				15	70					1180116	3180816			击毁所有感染体。	注意构造体阵容搭配。								1		2	1	5003						2		1	Rectangle			1	2	3
30110107	固执与勇气	面对强大的敌人，港民们展现出了令人惊讶的固执。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0401.png	7	20001			1						7			0		40	15	300	30110106				100701070	2100100	100707	2100100				15	70					1180117				击毁所有感染体。	注意构造体阵容搭配。								1		2	1							2		2	Square			1	2	3
30110108	为何而战	极地活动主线8	Assets/Product/Texture/Image/UiFuBenMainActive/FubenMainActiveJidi08.png	8	20001			1						8			0		40	15	300	30110107				100701080	2100110	100708	2100110				15	70					1180118				击毁所有感染体。	注意构造体阵容搭配。								1		2	1							2		1	Rectangle			1	2	3
30110109	机械狂潮	来自深海的机械感染狂潮，涌向了摩尔曼斯克港区！	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0401.png	7	20001			1						4			0		40	15	300	30110108				100701090	2100070	100709	2100070				15	70					1180121				击毁所有感染体。	注意构造体阵容搭配。								1		2	1							2		2	Square			1	2	3
30110110	混乱	极地活动主线10	Assets/Product/Texture/Image/UiFuBenMainActive/FubenMainActiveJidi10.png	7	20001			1						5			0		40	15	300	30110109				100701100	2100080	100710	2100080				15	70					1180822				击毁所有感染体。	注意构造体阵容搭配。								1		2	1							2		1	Rectangle			1	2	3
30110111	相见	极地活动主线11	Assets/Product/Texture/Image/UiFuBenMainActive/FubenMainActiveJidi11.png	7	20001			1						6			0		40	15	300	30110110				100701110	2100090	100711	2100090				15	70					1180123				击毁所有感染体。	注意构造体阵容搭配。								1		2	1	5003						2		1	Rectangle			1	2	3
30110112	失败品	极地活动主线12	Assets/Product/Texture/Image/UiFuBenMainActive/FubenMainActiveJidi12.png	8	20001			1						7			0		40	15	300	30110111				100701120	2100100	100712	2100100				15	70					1180124	3180124			击毁所有感染体。	注意构造体阵容搭配。								1		2	1	5003						2		1	Rectangle			1	2	3
30110113	希望的方向	角鲸德雷克为罗塞塔保留下希望的种子，但她的未来又将如何……	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0401.png	7	20001			1						8			0		40	15	300	30110112				100701120	2100110	100712	2100110				15	70					180825				击毁所有感染体。	注意构造体阵容搭配。								1		2	1							2		2	Square			1	2	3
30090101	雪印	这是极地活动支线副本普通1	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA001.png	7	20001			1						1			0		40	25						2100121	2100120	210012	2100120				25	120									击毁所有感染体。	注意构造体阵容搭配。								1		2	1										Square			1	2	3
30090102	追猎	这是极地活动支线副本普通2	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA002.png	7	20001			1						2			0		40	25						2100141	2100130	210014	2100130				25	120									击毁所有感染体。	注意构造体阵容搭配。								1		2	1										Square			1	2	3
30090103	掘地	这是极地活动支线副本普通3	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA003.png	7	20001			1						3			0		40	25						2100131	2100140	210013	2100140				25	120									击毁所有感染体。	注意构造体阵容搭配。								1		2	1										Square			1	2	3
30090104	咫尺	这是极地活动支线副本普通4	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA004.png	7	20001			1						4			0		40	25						2100151	2100150	210015	2100150				25	120									击毁所有感染体。	注意构造体阵容搭配。								1		2	1										Rectangle			1	2	3
30090105	零下守卫	这是极地活动支线副本普通5	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA005.png	8	20001			1						5			0		40	25						2100161	2100160	210016	2100160				25	120									击毁所有感染体。	注意构造体阵容搭配。								1		2	1										Rectangle			1	2	3
30090106	岁星六合·属	这是新年副本	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchA006.png	7	20001			1						6			0		40	30						2100223	2100221	210022	2100221				30	145									击毁所有感染体。	注意构造体阵容搭配。								1		2	1										Rectangle			1	2	3
30090301	冰点-C1	这是极地活动支线副本困难1	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchB001.png	7	20001			1						1			0		40	30						2100171	2100170	210017	2100170				30	145									击毁所有感染体。	注意构造体阵容搭配。								1		2	1										ChallengeVertical			1	2	3
30090302	冰点-C2	这是极地活动支线副本困难2	Assets/Product/Texture/Image/UiFubenBranch/FubenBranchB002.png	7	20001			1						2			0		40	30						2100191	2100180	210019	2100180				30	145									击毁所有感染体。	注意构造体阵容搭配。								1		2	1										ChallengeVertical			1	2	3
